shipdate-clean,PRODUCTGROUPNAME,totalprice
2011-09-26,BOOK,140.75
2011-09-26,OCCASION,1373.810000000001
2011-09-27,ARTWORK,1602.45
2011-09-27,BOOK,188.45
2011-09-27,CALENDAR,10.67
2011-09-27,OCCASION,126.10000000000001
2011-09-27,OTHER,75.0
2011-09-28,ARTWORK,2333.7999999999993
2011-09-28,BOOK,357.15000000000003
2011-09-28,OCCASION,697.0100000000001
2011-09-29,ARTWORK,937.0999999999999
2011-09-29,BOOK,640.0
2011-09-29,OCCASION,811.8200000000003
2011-09-30,ARTWORK,700.0
2011-10-02,ARTWORK,2045.3600000000004
2011-10-02,BOOK,297.71000000000004
2011-10-02,OCCASION,782.9300000000004
2011-10-02,OTHER,28.48
2011-10-03,ARTWORK,2699.8099999999995
2011-10-03,BOOK,301.88
2011-10-03,CALENDAR,11.99
2011-10-03,OCCASION,1597.8400000000006
2011-10-03,OTHER,160.44
2011-10-04,ARTWORK,2760.19
2011-10-04,BOOK,263.19999999999993
2011-10-04,OCCASION,1811.5800000000008
2011-10-05,ARTWORK,494.45999999999987
2011-10-05,BOOK,77.15
2011-10-05,OCCASION,1789.0500000000015
2011-10-05,OTHER,149.44
2011-10-06,ARTWORK,686.2
2011-10-06,BOOK,20.0
2011-10-06,OCCASION,231.01000000000002
2011-10-07,ARTWORK,1247.1
2011-10-08,BOOK,16.25
2011-10-09,ARTWORK,3244.59
2011-10-09,BOOK,154.92000000000002
2011-10-09,OCCASION,1596.4000000000008
2011-10-10,ARTWORK,671.2299999999998
2011-10-10,BOOK,187.35
2011-10-10,OCCASION,616.72
2011-10-10,OTHER,32.0
2011-10-11,ARTWORK,2807.37
2011-10-11,BOOK,72.11
2011-10-11,OCCASION,397.38999999999993
2011-10-11,OTHER,99.99
2011-10-12,ARTWORK,1584.9600000000003
2011-10-12,BOOK,113.71
2011-10-12,OCCASION,355.09999999999997
2011-10-13,ARTWORK,2002.7000000000003
2011-10-13,OCCASION,334.7099999999999
2011-10-15,ARTWORK,12.95
2011-10-15,OCCASION,39.14
2011-10-16,ARTWORK,5029.34
2011-10-16,BOOK,22.45
2011-10-16,OCCASION,178.81
2011-10-17,ARTWORK,3216.93
2011-10-17,BOOK,462.90999999999997
2011-10-17,OCCASION,698.9000000000003
2011-10-18,ARTWORK,2243.9799999999996
2011-10-18,BOOK,604.32
2011-10-18,OCCASION,366.42
2011-10-18,OTHER,120.99
2011-10-19,ARTWORK,1714.7
2011-10-19,BOOK,455.54999999999995
2011-10-19,OCCASION,538.0799999999999
2011-10-20,ARTWORK,2886.1799999999994
2011-10-20,BOOK,203.68
2011-10-20,OCCASION,499.2899999999999
2011-10-20,OTHER,88.96000000000001
2011-10-23,ARTWORK,9938.399999999998
2011-10-23,BOOK,94.3
2011-10-23,OCCASION,405.92999999999995
2011-10-24,ARTWORK,560.75
2011-10-24,BOOK,636.0699999999999
2011-10-24,OCCASION,249.76
2011-10-24,OTHER,88.99
2011-10-25,ARTWORK,5045.099999999999
2011-10-25,BOOK,179.34999999999997
2011-10-25,OCCASION,1613.6900000000007
2011-10-25,OTHER,177.92
2011-10-26,ARTWORK,3209.2000000000003
2011-10-26,BOOK,77.25
2011-10-26,OCCASION,17.61
2011-10-27,ARTWORK,1687.24
2011-10-27,BOOK,770.9400000000002
2011-10-27,OCCASION,375.21999999999997
2011-10-27,OTHER,92.48
2011-10-28,ARTWORK,0.0
2011-10-30,ARTWORK,5795.35
2011-10-30,BOOK,429.77
2011-10-30,OCCASION,1799.909999999999
2011-10-30,OTHER,96.0
2011-10-31,ARTWORK,2592.1699999999996
2011-10-31,BOOK,899.1400000000007
2011-10-31,CALENDAR,21.98
2011-10-31,OCCASION,1256.8200000000008
2011-10-31,OTHER,85.44
2011-11-01,ARTWORK,2143.55
2011-11-01,BOOK,416.53999999999996
2011-11-01,OCCASION,690.5600000000003
2011-11-02,ARTWORK,1256.65
2011-11-02,BOOK,381.45
2011-11-02,OCCASION,470.72999999999996
2011-11-03,ARTWORK,718.55
2011-11-03,BOOK,13.45
2011-11-03,OCCASION,956.02
2011-11-05,BOOK,110.50000000000001
2011-11-06,ARTWORK,3457.750000000001
2011-11-06,BOOK,145.45
2011-11-06,OCCASION,19.68
2011-11-06,OTHER,42.5
2011-11-07,ARTWORK,2771.1899999999996
2011-11-07,BOOK,834.6700000000003
2011-11-07,OCCASION,146.22
2011-11-08,ARTWORK,740.8
2011-11-08,BOOK,1086.45
2011-11-08,OCCASION,849.0200000000004
2011-11-08,OTHER,0.0
2011-11-09,ARTWORK,2475.6299999999997
2011-11-09,BOOK,1111.2600000000002
2011-11-09,OCCASION,327.27
2011-11-09,OTHER,28.48
2011-11-10,ARTWORK,1667.55
2011-11-10,BOOK,216.85
2011-11-10,OCCASION,165.78999999999996
2011-11-13,ARTWORK,8013.4000000000015
2011-11-13,BOOK,552.35
2011-11-13,CALENDAR,11.99
2011-11-13,OCCASION,126.18
2011-11-13,OTHER,28.48
2011-11-14,ARTWORK,9721.750000000004
2011-11-14,BOOK,552.0
2011-11-14,OCCASION,22.25
2011-11-15,ARTWORK,3405.05
2011-11-15,BOOK,814.7499999999999
2011-11-15,OCCASION,34.95
2011-11-16,ARTWORK,2685.2
2011-11-16,BOOK,388.80999999999983
2011-11-16,CALENDAR,11.99
2011-11-16,OCCASION,234.32999999999996
2011-11-17,ARTWORK,4209.200000000001
2011-11-17,BOOK,522.96
2011-11-18,ARTWORK,892.0999999999999
2011-11-20,ARTWORK,4039.7
2011-11-20,BOOK,4125.879999999987
2011-11-20,CALENDAR,461.5
2011-11-20,OCCASION,22.25
2011-11-21,ARTWORK,4494.4
2011-11-21,BOOK,5013.509999999978
2011-11-21,CALENDAR,475.44
2011-11-22,ARTWORK,2416.57
2011-11-22,BOOK,9292.509999999997
2011-11-22,CALENDAR,69.9
2011-11-22,OCCASION,56.75
2011-11-23,ARTWORK,738.55
2011-11-24,ARTWORK,3425.65
2011-11-24,BOOK,375.7499999999999
2011-11-24,CALENDAR,119.8
2011-11-25,BOOK,5394.589999999998
2011-11-25,CALENDAR,39.9
2011-11-27,ARTWORK,7788.95
2011-11-27,BOOK,2057.9700000000016
2011-11-27,CALENDAR,933.7000000000003
2011-11-27,OCCASION,19.12
2011-11-28,ARTWORK,8708.700000000003
2011-11-28,BOOK,635.72
2011-11-28,OCCASION,34.95
2011-11-29,ARTWORK,8545.7
2011-11-29,BOOK,1400.9700000000007
2011-11-29,CALENDAR,463.3299999999999
2011-11-29,OCCASION,3050.8799999999947
2011-11-29,OTHER,277.47
2011-11-30,ARTWORK,6804.899999999998
2011-11-30,BOOK,1343.37
2011-11-30,CALENDAR,489.2499999999999
2011-11-30,OCCASION,731.3600000000001
2011-11-30,OTHER,32.0
2011-12-01,ARTWORK,4297.35
2011-12-01,BOOK,994.36
2011-12-01,CALENDAR,5295.479999999988
2011-12-01,OCCASION,282.51
2011-12-01,OTHER,28.48
2011-12-02,ARTWORK,49.07000000000001
2011-12-02,BOOK,675.4700000000001
2011-12-02,CALENDAR,845.6500000000001
2011-12-02,OCCASION,77.8
2011-12-03,BOOK,148.41
2011-12-04,ARTWORK,12025.539999999997
2011-12-04,BOOK,2828.95
2011-12-04,CALENDAR,1665.3900000000003
2011-12-04,OCCASION,61.39
2011-12-04,OTHER,28.48
2011-12-05,ARTWORK,3380.55
2011-12-05,BOOK,1374.1900000000003
2011-12-05,CALENDAR,6673.859999999984
2011-12-05,OCCASION,180.33000000000004
2011-12-06,APPAREL,56.76
2011-12-06,ARTWORK,9848.269999999999
2011-12-06,BOOK,3309.030000000003
2011-12-06,CALENDAR,1489.750000000002
2011-12-06,OCCASION,5125.009999999989
2011-12-06,OTHER,17.99
2011-12-07,ARTWORK,4569.199999999997
2011-12-07,BOOK,5830.499999999995
2011-12-07,CALENDAR,2614.279999999998
2011-12-07,OCCASION,282.53
2011-12-07,OTHER,97.0
2011-12-08,APPAREL,505.5599999999999
2011-12-08,ARTWORK,3857.0499999999997
2011-12-08,BOOK,2104.1400000000003
2011-12-08,CALENDAR,171.36999999999998
2011-12-08,OCCASION,321.84
2011-12-08,OTHER,177.0
2011-12-09,ARTWORK,348.55
2011-12-09,BOOK,1598.0800000000006
2011-12-09,CALENDAR,2220.300000000001
2011-12-10,APPAREL,487.9999999999999
2011-12-11,APPAREL,14.35
2011-12-11,ARTWORK,8151.849999999999
2011-12-11,BOOK,525.3999999999999
2011-12-11,CALENDAR,125.74000000000001
2011-12-11,OCCASION,198.19
2011-12-12,APPAREL,14.19
2011-12-12,ARTWORK,10034.480000000001
2011-12-12,BOOK,1282.0600000000002
2011-12-12,CALENDAR,252.54999999999998
2011-12-12,OCCASION,1662.3300000000015
2011-12-12,OTHER,174.76
2011-12-13,APPAREL,162.72
2011-12-13,ARTWORK,2975.4
2011-12-13,BOOK,3457.809999999999
2011-12-13,CALENDAR,601.82
2011-12-13,OCCASION,431.68999999999994
2011-12-13,OTHER,230.88
2011-12-14,APPAREL,261.54999999999995
2011-12-14,ARTWORK,4917.5899999999965
2011-12-14,BOOK,2928.4499999999994
2011-12-14,CALENDAR,458.2499999999999
2011-12-14,OCCASION,468.03999999999996
2011-12-14,OTHER,115.7
2011-12-15,APPAREL,108.13
2011-12-15,ARTWORK,3557.7000000000007
2011-12-15,BOOK,887.9000000000001
2011-12-15,CALENDAR,1027.9600000000003
2011-12-15,OCCASION,1715.840000000001
2011-12-15,OTHER,2098.98
2011-12-16,APPAREL,180.84
2011-12-16,ARTWORK,107.18999999999998
2011-12-16,BOOK,625.7300000000001
2011-12-16,CALENDAR,851.9500000000003
2011-12-16,OCCASION,303.15999999999997
2011-12-17,APPAREL,219.24999999999994
2011-12-17,ARTWORK,3915.8500000000004
2011-12-17,BOOK,913.2699999999999
2011-12-17,CALENDAR,40.9
2011-12-17,OCCASION,451.26
2011-12-18,APPAREL,154.7
2011-12-18,ARTWORK,5909.579999999998
2011-12-18,BOOK,10383.630000000023
2011-12-18,CALENDAR,845.9500000000002
2011-12-18,GAME,299.83000000000004
2011-12-18,OCCASION,1338.740000000001
2011-12-18,OTHER,110.76
2011-12-19,APPAREL,186.59999999999997
2011-12-19,ARTWORK,8848.520000000006
2011-12-19,BOOK,6557.4400000000005
2011-12-19,CALENDAR,556.71
2011-12-19,OCCASION,3961.8599999999997
2011-12-19,OTHER,247.8
2011-12-20,APPAREL,362.79999999999995
2011-12-20,ARTWORK,3138.6400000000003
2011-12-20,BOOK,4739.559999999996
2011-12-20,CALENDAR,942.9200000000001
2011-12-20,OCCASION,526.68
2011-12-20,OTHER,307.39000000000004
2011-12-21,APPAREL,291.63999999999993
2011-12-21,ARTWORK,3859.8999999999996
2011-12-21,BOOK,4309.319999999998
2011-12-21,CALENDAR,1281.930000000001
2011-12-21,GAME,11.5
2011-12-21,OCCASION,643.5200000000001
2011-12-21,OTHER,200.69
2011-12-22,APPAREL,47.849999999999994
2011-12-22,ARTWORK,3183.3499999999995
2011-12-22,BOOK,972.3
2011-12-22,CALENDAR,66.8
2011-12-22,OCCASION,426.09999999999997
2011-12-22,OTHER,206.86
2011-12-23,BOOK,270.76
2011-12-27,APPAREL,164.79999999999998
2011-12-27,ARTWORK,5540.650000000001
2011-12-27,BOOK,4318.559999999999
2011-12-27,CALENDAR,1586.9200000000012
2011-12-27,GAME,125.95
2011-12-27,OCCASION,943.0900000000006
2011-12-27,OTHER,88.5
2011-12-28,APPAREL,387.97999999999996
2011-12-28,ARTWORK,4497.619999999997
2011-12-28,BOOK,3736.2099999999996
2011-12-28,CALENDAR,716.3700000000001
2011-12-28,GAME,46.5
2011-12-28,OCCASION,1643.220000000001
2011-12-29,APPAREL,56.919999999999995
2011-12-29,ARTWORK,2041.8400000000004
2011-12-29,BOOK,2024.1900000000019
2011-12-29,CALENDAR,1384.410000000001
2011-12-29,GAME,91.5
2011-12-29,OCCASION,758.2000000000002
2011-12-29,OTHER,423.31
2011-12-30,APPAREL,148.14
2011-12-30,BOOK,1285.9500000000003
2011-12-30,CALENDAR,105.76
2011-12-30,GAME,60.4
2011-12-30,OCCASION,139.77
2011-12-30,OTHER,38.25
2012-01-02,APPAREL,457.9499999999999
2012-01-02,ARTWORK,4192.6
2012-01-02,BOOK,1963.4200000000005
2012-01-02,CALENDAR,1022.1300000000007
2012-01-02,GAME,20.0
2012-01-02,OCCASION,950.5000000000005
2012-01-02,OTHER,294.05
2012-01-03,APPAREL,270.43999999999994
2012-01-03,ARTWORK,2735.459999999999
2012-01-03,BOOK,4031.0099999999984
2012-01-03,CALENDAR,1131.000000000001
2012-01-03,GAME,9.95
2012-01-03,OCCASION,1253.0200000000007
2012-01-03,OTHER,270.51
2012-01-04,APPAREL,680.3600000000001
2012-01-04,ARTWORK,3115.6999999999994
2012-01-04,BOOK,3465.0300000000025
2012-01-04,CALENDAR,2111.4700000000016
2012-01-04,OCCASION,279.46
2012-01-04,OTHER,144.65
2012-01-05,APPAREL,74.94999999999999
2012-01-05,ARTWORK,3055.7400000000002
2012-01-05,BOOK,2051.4800000000014
2012-01-05,CALENDAR,533.6499999999999
2012-01-05,OCCASION,742.9700000000003
2012-01-05,OTHER,372.41
2012-01-08,APPAREL,500.7
2012-01-08,ARTWORK,1922.3600000000004
2012-01-08,BOOK,2002.9500000000016
2012-01-08,CALENDAR,659.6300000000001
2012-01-08,GAME,221.95000000000002
2012-01-08,OCCASION,1060.6700000000003
2012-01-08,OTHER,0.0
2012-01-09,APPAREL,154.7
2012-01-09,ARTWORK,8559.480000000001
2012-01-09,BOOK,1555.9200000000003
2012-01-09,CALENDAR,655.2000000000002
2012-01-09,GAME,13.5
2012-01-09,OCCASION,1414.720000000001
2012-01-09,OTHER,168.15
2012-01-10,ARTWORK,2299.0400000000004
2012-01-10,BOOK,1612.2500000000023
2012-01-10,CALENDAR,179.0
2012-01-10,OCCASION,735.5500000000002
2012-01-10,OTHER,256.05
2012-01-11,APPAREL,30.14
2012-01-11,ARTWORK,1260.95
2012-01-11,BOOK,809.37
2012-01-11,CALENDAR,186.89999999999998
2012-01-11,OCCASION,195.48
2012-01-11,OTHER,159.3
2012-01-12,APPAREL,42.57
2012-01-12,ARTWORK,1357.95
2012-01-12,BOOK,993.9800000000002
2012-01-12,CALENDAR,177.69000000000003
2012-01-12,OCCASION,222.26999999999998
2012-01-12,OTHER,122.15
2012-01-15,APPAREL,46.089999999999996
2012-01-15,ARTWORK,5493.1
2012-01-15,BOOK,465.51999999999987
2012-01-15,CALENDAR,74.85
2012-01-15,OCCASION,109.38
2012-01-15,OTHER,0.0
2012-01-16,APPAREL,30.5
2012-01-16,ARTWORK,2401.8899999999994
2012-01-16,BOOK,2105.26
2012-01-16,CALENDAR,552.4699999999998
2012-01-16,GAME,9.0
2012-01-16,OCCASION,696.1900000000002
2012-01-16,OTHER,252.04
2012-01-17,ARTWORK,783.35
2012-01-17,BOOK,843.1700000000003
2012-01-17,CALENDAR,190.69
2012-01-17,OCCASION,119.64999999999999
2012-01-17,OTHER,34.0
2012-01-18,ARTWORK,2943.05
2012-01-18,BOOK,612.8899999999999
2012-01-18,CALENDAR,279.53999999999996
2012-01-18,GAME,11.5
2012-01-18,OCCASION,324.52
2012-01-19,APPAREL,15.95
2012-01-19,ARTWORK,1941.8000000000002
2012-01-19,BOOK,300.34000000000003
2012-01-19,CALENDAR,246.41
2012-01-19,OCCASION,273.93
2012-01-22,ARTWORK,1825.6499999999999
2012-01-22,BOOK,1158.1500000000003
2012-01-22,CALENDAR,74.85
2012-01-22,OCCASION,117.42
2012-01-23,ARTWORK,3539.01
2012-01-23,BOOK,921.4900000000001
2012-01-23,CALENDAR,352.3999999999999
2012-01-23,OCCASION,785.0600000000004
2012-01-23,OTHER,171.23999999999998
2012-01-24,ARTWORK,5082.070000000001
2012-01-24,BOOK,1893.220000000001
2012-01-24,CALENDAR,80.85
2012-01-24,OCCASION,177.37
2012-01-24,OTHER,79.65
2012-01-25,ARTWORK,2464.2
2012-01-25,BOOK,1516.890000000001
2012-01-25,CALENDAR,149.36999999999998
2012-01-25,OCCASION,103.22999999999999
2012-01-26,APPAREL,150.7
2012-01-26,ARTWORK,1613.9499999999998
2012-01-26,BOOK,358.37999999999994
2012-01-26,CALENDAR,112.75
2012-01-26,OCCASION,44.82
2012-01-28,ARTWORK,717.1
2012-01-29,APPAREL,1705.990000000002
2012-01-29,ARTWORK,2042.1
2012-01-29,BOOK,2236.810000000001
2012-01-29,CALENDAR,164.36999999999998
2012-01-29,OCCASION,80.16
2012-01-30,APPAREL,31.9
2012-01-30,ARTWORK,2983.649999999999
2012-01-30,BOOK,3985.4099999999976
2012-01-30,CALENDAR,0.0
2012-01-30,OCCASION,230.60999999999996
2012-01-31,APPAREL,180.23999999999998
2012-01-31,ARTWORK,1686.5
2012-01-31,BOOK,3050.379999999999
2012-01-31,CALENDAR,352.3499999999999
2012-01-31,OCCASION,85.79
2012-01-31,OTHER,58.5
2012-02-01,APPAREL,15.95
2012-02-01,ARTWORK,3545.15
2012-02-01,BOOK,1334.0900000000004
2012-02-01,CALENDAR,29.95
2012-02-01,GAME,30.0
2012-02-01,OCCASION,123.12
2012-02-02,ARTWORK,966.65
2012-02-02,BOOK,1438.4900000000002
2012-02-02,CALENDAR,202.32
2012-02-02,GAME,102.95
2012-02-02,OCCASION,451.6500000000001
2012-02-02,OTHER,28.48
2012-02-05,APPAREL,0.0
2012-02-05,ARTWORK,9010.25
2012-02-05,BOOK,238.35
2012-02-05,GAME,48.5
2012-02-05,OCCASION,208.39
2012-02-06,ARTWORK,2132.75
2012-02-06,BOOK,431.87999999999994
2012-02-06,CALENDAR,14.95
2012-02-06,GAME,35.1
2012-02-07,APPAREL,77.99
2012-02-07,ARTWORK,2433.579999999999
2012-02-07,BOOK,1440.660000000002
2012-02-07,CALENDAR,69.9
2012-02-07,OCCASION,1178.6700000000005
2012-02-07,OTHER,0.0
2012-02-08,APPAREL,28.54
2012-02-08,ARTWORK,1439.5000000000002
2012-02-08,BOOK,1086.88
2012-02-08,CALENDAR,51.849999999999994
2012-02-08,OCCASION,213.01999999999998
2012-02-08,OTHER,38.25
2012-02-09,APPAREL,46.09
2012-02-09,ARTWORK,4524.95
2012-02-09,BOOK,2555.9000000000005
2012-02-09,CALENDAR,14.95
2012-02-09,OCCASION,35.22
2012-02-10,ARTWORK,348.55
2012-02-12,APPAREL,102.85
2012-02-12,ARTWORK,3642.800000000001
2012-02-12,BOOK,2095.980000000001
2012-02-12,CALENDAR,142.42000000000002
2012-02-12,GAME,20.0
2012-02-12,OCCASION,298.16999999999996
2012-02-13,APPAREL,14.35
2012-02-13,ARTWORK,2392.05
2012-02-13,BOOK,4474.6
2012-02-13,CALENDAR,39.95
2012-02-13,GAME,208.5
2012-02-13,OCCASION,178.63
2012-02-14,APPAREL,79.75
2012-02-14,ARTWORK,817.5500000000001
2012-02-14,BOOK,1946.6800000000007
2012-02-14,CALENDAR,11.99
2012-02-14,OCCASION,286.59999999999997
2012-02-15,APPAREL,287.09
2012-02-15,ARTWORK,1361.9500000000003
2012-02-15,BOOK,1867.5800000000015
2012-02-15,CALENDAR,39.95
2012-02-15,GAME,20.0
2012-02-15,OCCASION,103.58
2012-02-15,OTHER,28.48
2012-02-16,APPAREL,186.27999999999997
2012-02-16,ARTWORK,2375.4399999999996
2012-02-16,BOOK,1324.3500000000001
2012-02-16,CALENDAR,0.0
2012-02-16,GAME,10.0
2012-02-16,OCCASION,1420.160000000001
2012-02-16,OTHER,28.48
2012-02-20,APPAREL,196.01999999999998
2012-02-20,ARTWORK,5163.929999999999
2012-02-20,BOOK,2231.650000000001
2012-02-20,CALENDAR,29.95
2012-02-20,GAME,341.28999999999996
2012-02-20,OCCASION,451.66999999999996
2012-02-21,APPAREL,46.25
2012-02-21,ARTWORK,1267.8999999999999
2012-02-21,BOOK,1553.5200000000007
2012-02-21,CALENDAR,114.8
2012-02-21,GAME,181.0
2012-02-21,OCCASION,416.34999999999997
2012-02-22,APPAREL,14.19
2012-02-22,ARTWORK,1704.6000000000001
2012-02-22,BOOK,2524.1799999999994
2012-02-22,GAME,155.91000000000003
2012-02-22,OCCASION,138.23000000000002
2012-02-23,APPAREL,47.849999999999994
2012-02-23,ARTWORK,1358.55
2012-02-23,BOOK,731.2800000000002
2012-02-23,CALENDAR,10.95
2012-02-26,APPAREL,100.28999999999999
2012-02-26,ARTWORK,4390.45
2012-02-26,BOOK,1560.810000000002
2012-02-26,CALENDAR,62.89
2012-02-26,GAME,29.0
2012-02-26,OCCASION,218.41999999999996
2012-02-27,APPAREL,30.14
2012-02-27,ARTWORK,2387.75
2012-02-27,BOOK,881.8199999999999
2012-02-27,CALENDAR,10.67
2012-02-27,GAME,32.99
2012-02-28,APPAREL,14.19
2012-02-28,ARTWORK,3696.4500000000007
2012-02-28,BOOK,785.1800000000005
2012-02-28,OCCASION,136.72
2012-03-01,APPAREL,31.9
2012-03-01,ARTWORK,3201.75
2012-03-01,BOOK,1741.3300000000006
2012-03-01,CALENDAR,74.85
2012-03-01,GAME,183.40000000000003
2012-03-01,OCCASION,383.47999999999996
2012-03-02,ARTWORK,3309.11
2012-03-02,BOOK,2033.3100000000027
2012-03-02,GAME,8.5
2012-03-02,OCCASION,492.37
2012-03-05,APPAREL,30.14
2012-03-05,ARTWORK,5210.350000000002
2012-03-05,BOOK,870.2799999999999
2012-03-05,GAME,10.0
2012-03-05,OCCASION,138.51
2012-03-06,ARTWORK,1068.55
2012-03-07,APPAREL,15.95
2012-03-07,ARTWORK,1918.75
2012-03-07,BOOK,874.3600000000002
2012-03-07,CALENDAR,29.95
2012-03-07,OCCASION,68.63
2012-03-08,APPAREL,90.41999999999999
2012-03-08,ARTWORK,522.0999999999999
2012-03-08,BOOK,3609.510000000002
2012-03-08,CALENDAR,23.98
2012-03-08,GAME,10.0
2012-03-08,OCCASION,105.42
2012-03-09,APPAREL,14.19
2012-03-09,ARTWORK,720.0
2012-03-09,BOOK,634.03
2012-03-09,CALENDAR,13.3
2012-03-09,GAME,9.95
2012-03-09,OCCASION,58.81
2012-03-10,APPAREL,14.35
2012-03-10,ARTWORK,998.15
2012-03-10,BOOK,1088.3799999999999
2012-03-10,OCCASION,111.35000000000001
2012-03-12,ARTWORK,2220.8
2012-03-12,BOOK,888.9199999999997
2012-03-12,CALENDAR,10.95
2012-03-12,GAME,17.0
2012-03-13,APPAREL,28.38
2012-03-13,ARTWORK,972.3500000000001
2012-03-13,BOOK,1180.9799999999996
2012-03-13,CALENDAR,40.5
2012-03-13,OCCASION,196.34999999999997
2012-03-14,ARTWORK,2892.95
2012-03-14,BOOK,1756.4600000000012
2012-03-14,CALENDAR,273.45
2012-03-14,GAME,154.24
2012-03-14,OCCASION,76.03999999999999
2012-03-15,ARTWORK,2677.97
2012-03-15,BOOK,2645.429999999996
2012-03-15,CALENDAR,310.07
2012-03-15,OCCASION,122.51
2012-03-16,APPAREL,0.0
2012-03-16,ARTWORK,2196.5
2012-03-16,BOOK,4458.61
2012-03-16,CALENDAR,121.07000000000001
2012-03-16,GAME,28.45
2012-03-16,OCCASION,113.16000000000001
2012-03-17,ARTWORK,12.95
2012-03-17,BOOK,358.81
2012-03-17,CALENDAR,13.5
2012-03-17,OCCASION,17.61
2012-03-19,APPAREL,15.95
2012-03-19,ARTWORK,2738.35
2012-03-19,BOOK,7579.23000000001
2012-03-19,CALENDAR,39.95
2012-03-19,GAME,17.0
2012-03-19,OCCASION,260.99
2012-03-20,ARTWORK,1854.3900000000003
2012-03-20,BOOK,1484.4200000000003
2012-03-20,OCCASION,80.16
2012-03-21,APPAREL,15.95
2012-03-21,ARTWORK,2133.9700000000003
2012-03-21,BOOK,1426.4500000000005
2012-03-21,CALENDAR,104.9
2012-03-21,GAME,308.0
2012-03-21,OCCASION,246.61
2012-03-22,ARTWORK,616.5999999999999
2012-03-22,BOOK,1166.3999999999994
2012-03-22,CALENDAR,612.9
2012-03-22,GAME,19.0
2012-03-22,OCCASION,66.68
2012-03-22,OTHER,10.0
2012-03-23,APPAREL,0.0
2012-03-23,ARTWORK,1098.15
2012-03-23,BOOK,1879.1500000000028
2012-03-23,CALENDAR,135.0
2012-03-23,OCCASION,327.2300000000001
2012-03-24,BOOK,304.15
2012-03-24,GAME,27.0
2012-03-26,APPAREL,58.519999999999996
2012-03-26,ARTWORK,2303.2400000000002
2012-03-26,BOOK,1045.5499999999995
2012-03-26,CALENDAR,162.0
2012-03-26,GAME,123.95
2012-03-26,OCCASION,117.98
2012-03-26,OTHER,32.0
2012-03-27,ARTWORK,1047.5500000000002
2012-03-27,BOOK,1152.7799999999997
2012-03-27,CALENDAR,125.8
2012-03-27,GAME,9.0
2012-03-27,OCCASION,243.98999999999998
2012-03-28,ARTWORK,657.0000000000001
2012-03-28,BOOK,977.5699999999996
2012-03-28,CALENDAR,273.29
2012-03-28,OCCASION,19.57
2012-03-29,ARTWORK,2216.55
2012-03-29,BOOK,826.8599999999997
2012-03-29,CALENDAR,55.5
2012-03-29,OCCASION,87.51
2012-03-30,APPAREL,15.95
2012-03-30,ARTWORK,1108.55
2012-03-30,BOOK,7403.939999999998
2012-03-30,CALENDAR,40.49
2012-03-30,OCCASION,31.45
2012-04-02,ARTWORK,5177.25
2012-04-02,BOOK,435.9699999999999
2012-04-02,OCCASION,31.45
2012-04-03,ARTWORK,1048.55
2012-04-03,BOOK,1365.710000000001
2012-04-03,CALENDAR,50.900000000000006
2012-04-03,GAME,31.5
2012-04-03,OCCASION,31.45
2012-04-04,APPAREL,14.19
2012-04-04,ARTWORK,1505.25
2012-04-04,BOOK,827.03
2012-04-04,CALENDAR,55.35
2012-04-04,GAME,63.0
2012-04-04,OCCASION,37.18
2012-04-05,APPAREL,44.33
2012-04-05,ARTWORK,1970.0
2012-04-05,BOOK,1025.5200000000004
2012-04-05,CALENDAR,13.5
2012-04-05,OCCASION,0.0
2012-04-06,APPAREL,703.0500000000002
2012-04-06,ARTWORK,952.9899999999999
2012-04-06,BOOK,815.1099999999999
2012-04-06,CALENDAR,13.5
2012-04-06,GAME,18.0
2012-04-09,APPAREL,28.38
2012-04-09,ARTWORK,1515.1399999999999
2012-04-09,BOOK,669.01
2012-04-09,CALENDAR,11.99
2012-04-09,GAME,27.0
2012-04-09,OTHER,78.76
2012-04-10,APPAREL,28.7
2012-04-10,ARTWORK,711.5
2012-04-10,BOOK,2025.820000000002
2012-04-10,CALENDAR,42.0
2012-04-10,OCCASION,148.87
2012-04-11,APPAREL,15.95
2012-04-11,ARTWORK,1570.0
2012-04-11,BOOK,633.8900000000001
2012-04-11,CALENDAR,69.95
2012-04-11,OCCASION,49.06
2012-04-12,ARTWORK,1892.5
2012-04-12,BOOK,1267.2900000000004
2012-04-12,OCCASION,122.89
2012-04-13,APPAREL,0.0
2012-04-13,ARTWORK,2008.3000000000002
2012-04-13,BOOK,1584.1999999999998
2012-04-13,CALENDAR,11.99
2012-04-13,OCCASION,250.16999999999996
2012-04-16,ARTWORK,892.0999999999999
2012-04-16,BOOK,1914.9600000000003
2012-04-16,GAME,93.0
2012-04-16,OCCASION,199.2
2012-04-17,ARTWORK,872.0999999999999
2012-04-17,BOOK,6919.740000000004
2012-04-17,CALENDAR,13.5
2012-04-17,OCCASION,135.03
2012-04-18,ARTWORK,1182.0
2012-04-18,BOOK,1751.64
2012-04-18,CALENDAR,114.30000000000001
2012-04-18,GAME,102.45
2012-04-18,OCCASION,753.7200000000003
2012-04-19,ARTWORK,543.55
2012-04-19,BOOK,526.8100000000001
2012-04-19,CALENDAR,11.99
2012-04-19,GAME,59.0
2012-04-19,OCCASION,37.07
2012-04-19,OTHER,0.0
2012-04-20,ARTWORK,1302.4
2012-04-20,BOOK,631.22
2012-04-20,CALENDAR,13.5
